,R2,folds,target
0,-0.05316967913045523,0,Sadness_Unadj
1,-0.08500052911827294,1,Sadness_Unadj
2,-0.11950957467734002,2,Sadness_Unadj
3,-0.06751455839165055,3,Sadness_Unadj
4,-0.041780684604938,4,Sadness_Unadj
