,R2,folds,target
0,-0.18602456189921113,0,PosAffect_Unadj
1,-0.05142261652540592,1,PosAffect_Unadj
2,-0.07501198457898273,2,PosAffect_Unadj
3,-0.10495184881072017,3,PosAffect_Unadj
4,-0.150460115675362,4,PosAffect_Unadj
