,R2,folds,target
0,-0.10681649291718465,0,AngHostil_Unadj
1,-0.2801052460433857,1,AngHostil_Unadj
2,-0.15667589870501608,2,AngHostil_Unadj
3,-0.09487260517188356,3,AngHostil_Unadj
4,-0.06347585223123287,4,AngHostil_Unadj
