,R2,folds,target
0,-0.020222247043522934,0,SCPT_SPEC
1,-0.1415320949407397,1,SCPT_SPEC
2,-0.24835601297232524,2,SCPT_SPEC
3,-0.06609261763394803,3,SCPT_SPEC
4,-0.14681340438831358,4,SCPT_SPEC
