,R2,folds,target
0,-0.07812375019469964,0,PercReject_Unadj
1,-0.19256601359023184,1,PercReject_Unadj
2,-0.10809066831046454,2,PercReject_Unadj
3,-0.20528509979907317,3,PercReject_Unadj
4,-0.1352311884857591,4,PercReject_Unadj
