,R2,folds,target
0,-0.06789041695267595,0,Emotion_Task_Face_Acc
1,-0.4169487757565631,1,Emotion_Task_Face_Acc
2,-0.21899894954391952,2,Emotion_Task_Face_Acc
3,-0.2510448999579309,3,Emotion_Task_Face_Acc
4,-0.268649947667871,4,Emotion_Task_Face_Acc
