,R2,folds,target
0,0.31746653783589873,0,Strength_Unadj
1,0.3953180692556919,1,Strength_Unadj
2,0.3680540423440597,2,Strength_Unadj
3,0.40065205690492234,3,Strength_Unadj
4,0.28562136125306725,4,Strength_Unadj
