,R2,folds,target
0,-0.08049703694247401,0,ER40SAD
1,-0.2222260718612834,1,ER40SAD
2,-0.037970015863857176,2,ER40SAD
3,-0.12333834791954312,3,ER40SAD
4,-0.2561932815124226,4,ER40SAD
