,R2,folds,target
0,-0.05978812768055586,0,InstruSupp_Unadj
1,-0.14028121992343823,1,InstruSupp_Unadj
2,-0.09759069066744885,2,InstruSupp_Unadj
3,-0.07496290344682,3,InstruSupp_Unadj
4,-0.14789098670294143,4,InstruSupp_Unadj
