,R2,folds,target
0,-0.14015531170601947,0,NEOFAC_C
1,-0.10555199131264259,1,NEOFAC_C
2,-0.20994481281549415,2,NEOFAC_C
3,-0.09456724255423143,3,NEOFAC_C
4,-0.05801796764161238,4,NEOFAC_C
