,R2,folds,target
0,-0.012286950196120472,0,Social_Task_Perc_TOM
1,-0.14291933621943254,1,Social_Task_Perc_TOM
2,-0.24915843928451276,2,Social_Task_Perc_TOM
3,-0.38197521684407154,3,Social_Task_Perc_TOM
4,-0.36726474180607394,4,Social_Task_Perc_TOM
