,R2,folds,target
0,-0.09735137662081272,0,IWRD_TOT
1,-0.22760266472190493,1,IWRD_TOT
2,-0.2819855351498075,2,IWRD_TOT
3,-0.17035105651643123,3,IWRD_TOT
4,-0.1451025018151877,4,IWRD_TOT
