,R2,folds,target
0,-0.5673573816263051,0,ER40FEAR
1,-0.0576710667021898,1,ER40FEAR
2,-0.09566661726527292,2,ER40FEAR
3,-0.31011851618087927,3,ER40FEAR
4,-0.2119487926729744,4,ER40FEAR
