,R2,folds,target
0,-0.15550019284352223,0,Social_Task_Perc_Random
1,-0.24097404735463512,1,Social_Task_Perc_Random
2,-0.25965018307307597,2,Social_Task_Perc_Random
3,-0.2639748757274496,3,Social_Task_Perc_Random
4,-0.2954473200114536,4,Social_Task_Perc_Random
