,R2,folds,target
0,-0.08864193324955605,0,EmotSupp_Unadj
1,-0.16064648145823068,1,EmotSupp_Unadj
2,-0.11914570204532948,2,EmotSupp_Unadj
3,-0.12414452598266368,3,EmotSupp_Unadj
4,-0.11614289915421572,4,EmotSupp_Unadj
