,R2,folds,target
0,-0.040894280303018116,0,Dexterity_Unadj
1,-0.0782904981893704,1,Dexterity_Unadj
2,-0.16995189245123954,2,Dexterity_Unadj
3,-0.1667843217867544,3,Dexterity_Unadj
4,-0.1524161893509708,4,Dexterity_Unadj
