,R2,folds,target
0,-0.22768210153366275,0,FearSomat_Unadj
1,-0.1500112025867988,1,FearSomat_Unadj
2,-0.25523344326451647,2,FearSomat_Unadj
3,-0.06901504404972081,3,FearSomat_Unadj
4,-0.20539426976156738,4,FearSomat_Unadj
