,R2,folds,target
0,-0.051838913775671625,0,ER40ANG
1,-0.09981634420658847,1,ER40ANG
2,-0.05068297126223853,2,ER40ANG
3,-0.10281226309637614,3,ER40ANG
4,-0.19631318431237932,4,ER40ANG
