,R2,folds,target
0,-0.12042341199607898,0,ER40_CR
1,-0.08580603591321512,1,ER40_CR
2,0.008683237916584652,2,ER40_CR
3,-0.18759889084844805,3,ER40_CR
4,-0.08164151076889214,4,ER40_CR
