,R2,folds,target
0,-0.10765173656604832,0,SCPT_SEN
1,-0.10163333163341837,1,SCPT_SEN
2,-1.2297559676003949,2,SCPT_SEN
3,-0.04257954297424793,3,SCPT_SEN
4,-0.5402421092519396,4,SCPT_SEN
