,R2,folds,target
0,-0.03898009305361727,0,Language_Task_Story_Avg_Difficulty_Level
1,-0.043016671409142004,1,Language_Task_Story_Avg_Difficulty_Level
2,-0.06375678672653895,2,Language_Task_Story_Avg_Difficulty_Level
3,-0.16422630917796543,3,Language_Task_Story_Avg_Difficulty_Level
4,-0.030698082277943683,4,Language_Task_Story_Avg_Difficulty_Level
