,R2,folds,target
0,-0.26574496442732465,0,ProcSpeed_Unadj
1,-0.08542218386074829,1,ProcSpeed_Unadj
2,-0.024004268747058077,2,ProcSpeed_Unadj
3,-0.24988110791985885,3,ProcSpeed_Unadj
4,-0.3355254830769667,4,ProcSpeed_Unadj
